1172.693638984, 733.84228470919
1171.7166880007, 730.91143175935
1158.0393742348, 730.91143175935
1136.5464526027, 724.0727748764
1136.5464526027, 742.6348435587
1127.7538937531, 737.7500886423
1117.9843839204, 741.65789257542
1101.3762172046, 729.93448077607
1081.837197539, 714.30326504361
1072.0676877063, 721.14192192656
1057.4134229571, 738.72703962558
1046.666962141, 742.6348435587
1036.8974523082, 743.61179454197
1025.1740405089, 748.49654945837
1008.5658737931, 772.92032404034
1026.1509914922, 782.68983387312
1035.9205013249, 791.48239272263
1041.7822072246, 813.95226533804
1054.4825700072, 832.51433402034
1055.4595209905, 858.89201056887
1033.9665993584, 875.5001772846
1009.5428247764, 892.10834400034
995.86551101051, 897.97004990002
965.58003052887, 914.57821661575
949.94881479641, 912.6243146492
944.08710889674, 893.08529498362
944.08710889674, 869.63847138493
936.27150103051, 921.41687349871
925.52504021444, 939.978942181
925.52504021444, 950.72540299707
936.27150103051, 943.88674611412
942.13320693018, 929.23248136494
940.17930496363, 863.77676548526
928.45589316428, 835.44518697018
923.57113824789, 820.790922221
909.89382448198, 810.04446140493
903.05516759903, 785.62068682296
881.5622459669, 775.85117699017
862.02322630133, 768.03556912394
849.3228635187, 766.08166715739
833.69164778624, 771.94337305706
823.92213795346, 776.82812797345
810.24482418755, 771.94337305706
779.95934370591, 774.87422600689
760.42032404034, 772.92032404034
760.42032404034, 746.54264749181
754.55861814066, 724.0727748764
732.08874552525, 738.72703962558
710.59582389312, 749.47350044165
685.19509832787, 768.03556912394
654.90961784623, 763.15081420755
642.20925506361, 745.56569650853
635.37059818066, 758.26605929116
613.87767654853, 764.12776519083
606.0620686823, 780.73593190657
594.33865688295, 811.99836337149
598.24646081607, 820.790922221
593.36170589967, 834.4682359869
587.5, 836.42213795346
597.26950983279, 845.21469680296
589.45390196656, 859.86896155215
592.38475491639, 873.54627531805
591.40780393312, 889.17749105051
579.68439213377, 885.26968711739
580.66134311705, 896.99309891674
584.56914705016, 909.69346169936
586.52304901672, 932.16333431477
581.63829410033, 943.88674611412
591.98554170468, 972.29996148823
608.13349184152, 988.44791162506
623.38433363742, 1009.0814034666
629.66409202397, 1019.8467035578
626.07565866023, 1035.0975453537
621.59011695555, 1052.1426038315
