87.285169798272,517.56759352481,40
111.64019898412,515.69412974128,40
121.00751790176,509.13700649894,40
124.75444546881,494.14929623072,40
125.69117736058,474.47792650369,40
125.69117736058,452.93309299313,40
123.81771357705,444.50250596725,40
143.48908330408,451.0596292096,40
154.72986600525,461.363680019,40
165.03391681465,463.23714380252,40
173.46450384052,456.68002056018,40
170.65430816523,445.43923785902,40
170.65430816523,428.57806380727,40
170.65430816523,422.02094056493,40
191.26240978402,439.81884650844,40
190.949543333,446.23553721076,40
200.66098308811,457.56555025838,40
208.7538495507,472.13270989105,40
221.70243589085,486.69986952371,40
239.50674210855,485.0812962312,40
245.98103527863,467.27699001349,40
250.83675515618,442.99839062572,40
262.16676820381,434.90552416313,40
276.73392783647,434.90552416313,40
296.15680734669,438.14267074816,40
315.57968685692,451.09125708831,40
322.05398002699,460.80269684342,40
330.14684648958,464.03984342846,40
343.09543282973,464.03984342846,40
349.5697259998,442.99839062572,40
368.99260551002,438.14267074816,40
381.94119185017,433.28695087061,40
401.36407136039,430.04980428557,40
417.54980428557,423.5755111155,40
427.26124404068,418.71979123794,40
432.11696391824,412.24549806787,40
438.59125708831,402.53405831276,40
441.82840367335,399.29691172772,40
458.01413659853,394.44119185017,40
466.10700306112,402.53405831276,40
501.71561549653,396.05976514269,40
511.42705525164,396.05976514269,40
524.37564159178,379.8740322175,40
500.09704220401,366.92544587736,40
503.33418878905,357.21400612225,40
522.75706829927,355.59543282973,40
545.41709439452,357.21400612225,40
566.45854719726,357.21400612225,40
581.02570682993,355.59543282973,40
601.84645134103,339.49864670229,40
608.64213881837,321.3768134294,40
619.21320822755,291.17375797459,40
632.80458318221,287.39837604274,40
644.88580536413,285.88822327,40
663.76271502339,279.84761217904,40
674.33378443257,270.7866955426,40
683.39470106901,261.72577890616,40
690.94546493272,254.93009142883,40
700.00638156916,254.93009142883,40
712.84268013745,254.17501504246,40
720.39344400115,253.41993865609,40
727.18913147848,257.95039697431,40
744.555888365,258.70547336068,40
752.86172861507,258.70547336068,40
757.39218693329,249.64455672423,40
767.96325634247,239.82856370142,40
777.77924936529,233.03287622409,40
789.10539516084,226.99226513313,40
804.20692288824,218.68642488306,40
813.26783952468,211.13566101936,40
826.85921447935,202.07474438291,40
842.71581859312,199.05443883743,40
